"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"IBRD only","IBD","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","5599997.76224089","5599997.76224089","8399996.64336134","15399993.8461625","15399993.8461625","26599989.3706442","26599989.3706442","32199987.1328851","45799984.8950955","46199984.3356557","56199981.5384264","48530355.6763132","70288240.2137103","86423761.9004714","80566853.0901279","377819757.469562","500829214.00736","503187930.441729","588435739.044777","765155205.033818","746346596.838422","1025988806.18922","1042793829.88932","1075997971.73463","971933407.859652","928796321.220729","990738044.260175","1030307351.89481","1123670956.51555","1319999311.56592","1466616296.8007","1569422983.8933","1597642625.91146","1905343119.82395","2943879295.27912","3125925609.61052","3858223653.52672","5476803489.13435","5322234415.74925","7163157701.9485","8646471062.53541","9235384811.89456","11016148521.5759","12963414483.8253","17445314683.0808","20741452472.9543","23655915745.0749","28843333459.6587","34788647495.622","34506857524.2541","41571141970.1929","46703589316.8421","54892106781.833","62701024261.8911","65792230527.3244","61178413975.1738","63335095353.8478","72449995233.2265","83060027771.0121","82671770851.8909","",
"IDA & IBRD total","IBT","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","5599997.76224089","5599997.76224089","8399996.64336134","15399993.8461625","15399993.8461625","26599989.3706442","26599989.3706442","32199987.1328851","45799984.8950955","46199984.3356557","56199981.5384264","48530355.6763132","70288240.2137103","86423761.9004714","81141487.1500818","378509739.710259","502018588.404141","516581224.897008","600403571.84076","782970552.531573","821034433.830737","1127639416.07555","1093821971.24567","1107557604.31399","984825954.678545","939189827.25268","1003238165.42169","1042406340.41945","1135876188.95048","1335337532.56168","1486918827.27752","1623981244.06044","1621141689.98118","2035038966.41729","3067819428.93357","3236347571.91","3953771334.86413","5602289263.3869","5443106659.91371","7303522600.80739","8827804150.9279","9379914424.36894","11171062102.5654","13178023260.7814","17694763642.6237","21103581107.2798","24050176298.9034","29371939551.5382","35366711408.1705","35095342285.5928","42212542125.0455","47311531337.9097","55575625677.382","63524338721.8672","66970157476.3427","62323442323.3818","64677412552.8883","73523097126.3913","84235576185.8479","83835052096.296","",
"IDA total","IDA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","0","0","0","574634.059953886","689982.240696829","1189374.39678053","13393294.4552798","11967832.7959834","17815347.4977553","74687836.9923149","101650609.886333","51028141.3563523","31559632.5793531","12892546.8188928","10393506.0319515","12500121.1615172","12098988.5246367","12205232.4349259","15338220.9957561","20302530.4768141","54558260.1671409","23499064.069713","129695846.593337","123940133.65445","110421962.299485","95547681.3374103","125485774.252549","120872244.164453","140364898.858888","181333088.392489","144529612.474384","154913580.989495","214608776.956043","249448959.542894","362128634.325442","394260553.828556","528606091.879478","578063912.548446","588484761.338739","641400154.852676","607942021.06757","683518895.549089","823314459.976137","1177926949.01831","1145028348.20802","1342317199.04043","1073101893.16468","1175548414.83572","1163281244.40504","",
"IDA blend","IDB","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","0","250197.03090493","9152673.15992613","7399739.64744958","10286597.472482","68503853.0550985","94695798.4485421","43765656.3255817","27737528.176221","10032557.3119897","7064467.47255667","9241993.52361254","8862645.39264956","7744302.90956405","10103468.9389763","14971244.4395363","45423119.5105698","10252285.7067007","115309480.933738","107358090.791166","89658697.3435577","69168994.4100306","92258112.2071059","61637714.0347753","79164334.4335911","113470721.961677","86411852.3392672","65700675.0931953","131161140.882079","142905036.359037","226671941.333464","221787849.304675","318810401.049965","363881173.274479","345480470.115379","395738960.806356","390922139.36062","477562791.831581","504616021.577189","620559739.596008","653666883.446461","670626266.499339","761643746.011116","666006157.87765","671945732.125309","",
"Indonesia","IDN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","990320000","960870000","872228636.997941","1085450000","1327681813.9019","1530107288.81507","1616459043.16398","1787966702.99021","1800089221.79769","1736373353.68153","1861866471.75298","1652686735.72605","1732362913.26963","1900641452.53213","1470072409.73796","1804783826.49402","",
"IDA only","IDX","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","0","0","0","574634.059953886","689982.240696829","939177.365875599","4240621.2953537","4568093.14853379","7528750.02527325","6183983.93721641","6954811.43779124","7262485.03077061","3822104.40313214","2859989.50690308","3329038.55939481","3258127.63790461","3236343.13198716","4460929.52536183","5234752.05677979","5331286.03727782","9135140.65657108","13246778.3630123","14386365.6595991","16582042.8632839","20763264.9559275","26378686.9273797","33227662.0454436","59234530.1296781","61200564.4252972","67862366.4308116","58117760.1351168","89212905.8962996","83447636.0739645","106543923.183857","135456692.991978","172472704.523881","209795690.829513","214182739.273967","243004291.22336","245661194.046319","217019881.70695","205956103.717508","318698438.398948","557367209.422299","491361464.761555","671690932.541091","311458147.153568","509542256.958066","491335512.279727","",
"Isle of Man","IMN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","0","17776013.3023229","23026309.4666473","13068415.5196535","13496502.3464923","12455736.6224531","15153361.0803013","38854328.1128294","24571485.0458216","22207099.1279203","25143719.3536624","24934650.1335626","40558650.905631","108393928.245473","127039845.217344","72465533.6920887","49565207.8966533","68598351.5448718","75336944.7081246","93836422.8417528","90293739.5324619","118039538.685944","150485539.464685","200807738.730187","315298932.626378","282463092.346092","317035850.702585","345233066.962674","549887942.05063","611481232.354589","671829366.31862","845949436.030585","1159824390.70936","1528826912.72299","1860070100.10474","2438302981.08653","2819291078.7559","3990055616.79302","3903908830.45921","4848711888.70729","5009034406.59605","5466041709.7527","6515405393.63595","7905957776.50492","7889685402.17332","",
"Not classified","INX","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","19214895716.5571","22041813682.5763","24012890153.5298","35450512679.9349","35043049664.2151","37458289198.4127","40850357075.8387","38193322607.8785","42172564892.3144","57267745572.5708","70703012433.9491","76560417794.4114","75297536577.4298","85482296094.3408","94262327694.67","",
"Iran, Islamic Rep.","IRN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","28600000","0","203600000","100000","400000","5300000","0","0","400000","1000000","1400000","1500000","5700000","7800000","10200000","",
"Iceland","ISL","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","46763922.0451044","80111587.1255468","68399224.8289515","78598088.3203684","77949482.4640763","119197270.819461","83750707.9610758","105225068.806406","116324860.596894","143375790.439567","101900897.833471","",
"Israel","ISR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","1000000","2000000","","","","2000000","2000000","2000000","3000000","3000000","3000000","4000000","6000000","4000000","8000000","9000000","9000000","11000000","8000000","7000000","3000000","31000000","39300000","33900000","33300000","24900000","31000000","46700000","55500000","64300000","73100000","85900000","103300000","111300000","148300000","155500000","183300000","195300000","212700000","269600000","360600000","459600000","461800000","433400000","490700000","541900000","680900000","912800000","908300000","898600000","831500000","1068300000","1111700000","998000000","1135700000","1061600000","1202100000","1351600000","1381900000","1520200000","",
"Italy","ITA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","9599999.9904","11325726.8641399","13717189.1826335","20586403.1072693","21468733.3009702","19869764.3918275","16918955.1721001","54537911.937789","31890021.9841084","366070968.226918","450202399.439091","411054952.702098","413117698.200444","443025691.816496","401617863.216626","331601910.8831","491903867.688498","507367403.342493","779672190.911858","615722076.202843","1962163127.55162","1470730161.05754","1442119475.96934","1215273153.65085","1180899067.20586","1165087573.85832","1026765692.42946","1003412274.86444","1153316724.16281","2681285650.47619","2621860110.887","2868963291.64102","3231625816.15346","4315235433.52272","4964976033.11689","5517920060.54576","6544011251.91343","8008964320.60484","7233846030.93842","6142374753.37814","6545120561.61616","6609329692.64069","5585999530.02793","5387501409.98311","5179740481.76625","4320634261.88586","4680064923.951","4783536891.9851","5141287990.29305","5017472904.38313","",
"Jamaica","JAM","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","4500000","1400000","3000000","4900000","900000","1000000","7500000","1200000","1600000","1900000","2000000","6800000","7900000","11500000","7100000","9400000","2700000","3200000","10500000","19400000","27900000","27600000","30000000","40500000","41000000","38300000","32100000","10800000","9082033","10954140.74","11164167.27","60382721.6995946","48152311.8709668","44823553.9509668","36279447.7309668","47410236.7309668","60119539.6346805","55850569.294606","50762247.769606","50756619.679606","50756619.679606","50756619.679606","50756619.679606","50756619.679606","",
"Jordan","JOR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","","","2394366.1971831","14788732.3943662","24084507.0422535","21267605.6338029","23521126.7605634","27183098.5915493","",
"Japan","JPN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9828945306.84495","9620507762.24151","8947380928.65356","9854801123.84522","11006793149.598","11098561970.8524","11020739908.8539","11003388851.9008","13644338678.2394","14653524495.4493","15500422630.0406","16677754114.4857","18311541938.9621","16834677241.2227","18768647813.3267","19172720512.1256","19897558092.8026","17831143179.9957","20941598563.3024","17033762145.6497","20246369822.2082","21381387583.9079","21993730961.7517","26267012760.2593","",
"Kazakhstan","KAZ","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11762250","13633443","19912050","19631955","25710836","30903834","48439128","67989400","86660560","65089100","85536930","94623340","152394296","147894953.505111","93680130","149088505","126873670","117050999.268369","167710230","141320590","",
"Kenya","KEN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","1823210.37973927","0","4228953.26115487","5978677.50489858","3846172.48883955","3352284.77866126","101528079.814257","87130007.1408723","64942812.051371","52106048.2793155","67870509.1970979","46834098.9320271","50826564.6784639","77305180.523276","62162530.4317117","42413135.2966069","39191514.8825915","50346909.8414109","36900044.4878805","19722101.6878337","23566674.9195345","28437098.697763","21238426.6491419","17804501.4724443","15092611.7064199","31781379.3919319","77528118.5896196","147497625.74995","146181725.586725","144484255.982923","206821068.749645","131726255.172434","121644123.28036","",
"Kyrgyz Republic","KGZ","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3804809.68680003","2816176.96","9236500","6924200","3368008.4","3547913.7","2988608.1955872","5983640.55","19490436.36","11707867.45","0","5662074","2586897","6189091","7755518","6927118","4981486","5954780","7538903","5301675","5911752","5000636","",
"Cambodia","KHM","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","4746705","6719858.4","4435554.2016","4767498.2861184","5219087.22776156","6011050.7703294","6364995.09748568","7277620.02426594","6979500","10224000","6388500","8416000","6280500","10102500","11139000","11889000","20506256.6075982","12465615.5599872","10412895.408565","12678687.6257168","27718787.9908749","26268005.5611176","",
"Kiribati","KIR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","","","","","","","","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"St. Kitts and Nevis","KNA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","133333.333333333","159259.259259259","111111.111111111","48148.1481481481","14814.8148148148","0","296296.296296296","311111.111111111","303703.703703704","822222.222222222","825925.925925926","927777.777777778","887159.259259259","1281851.85185185","1848140.74074074","2018966.66666667","1750127.40740741","1782938.14814815","2213601.11111111","1619166.66666667","1941085.55555556","2035227.77777778","2073488.14814815","2157114.44444444","3039400.90918981","2556748.67888889","2655552.23444444","1392684.97037037","1751863.96692256","","",
"Korea, Rep.","KOR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","1000000","3000000","2000000","1000000","125100000","92200000","166200000","175800000","266200000","325600000","478000000","580300000","823300000","1129300000","1376800000","1608700000","1672700000","1451400000","1767300000","2468100000","2537000000","2529800000","2434400000","2741200000","3300300000","3142000000","3125900000","3660100000","4598100000","4720000000","4776500000","5334400000","5823400000","7355600000","9182900000","7415000000","8616600000","9836800000","10546000000","10055900000","9429400000","9701600000","9812300000","9952400000","",
"Kuwait","KWT","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","",
"Latin America & Caribbean (excluding high income)","LAC","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","7999999.99996948","6999999.99996948","9999999.99993896","1002979.99998856","6514260","8344909.99996948","8868479.99981519","228406600","320931639.999969","254355119.999939","312557999.999969","462000000","359900000","606270000","679320000","712390000","646790000","662850000","699769844.31491","640458888.888889","627033333.333333","773250370.37037","922490752.45847","989034211.134211","904587472.452019","1046488022.70255","1430156088.01507","1599923221.85684","1950857442.66457","2343282111.15426","2525203400.94036","2966492982.03831","2980850971.60631","2851727260.12916","3248549985.26021","3163678635.00054","4223495731.45472","4706341081.94211","5107081766.57013","5476198634.96074","5764359702.92827","5578924373.14028","6664518911.21224","7754756100.78015","8774793115.69692","9543809461.29989","10782117560.6056","10120940926.3974","9874831065.54428","10189099057.0742","9912702017.92826","9981825719.87662","",
"Lao PDR","LAO","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","","0","","","","","","","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","",
"Lebanon","LBN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","98.84","","0","0","0","942199.4","12920910.5710816","40173765.91","32815724.755","28121287.528","34761108.107","34392576.101","32884145.909","22307143.201","15670585.0615799","22231493.7032261","",
"Liberia","LBR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Libya","LBY","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","",
"St. Lucia","LCA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","566666.666666667","0","0","1222222.22222222","1559259.25925926","1462962.96296296","1370370.37037037","1959259.25925926","1570370.37037037","1570370.37037037","1377777.77777778","2177777.77777778","2403703.7037037","2381111.11111111","2381470.37037037","2432592.59259259","2373659.25925926","2681196.2962963","3156070.74074074","3927893.33333333","3983168.51851852","3900162.96296296","3940647.40740741","8302615.37777778","7788039.62962963","8491747.87037037","8895765.87037037","9220367.7941837","","",
"Latin America & Caribbean","LCN","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","0","7999999.99996948","6999999.99996948","9999999.99993896","1002979.99998856","6514260","8344909.99996948","9452924.73698263","236854819.320597","332557310.619458","279804286.66829","342229500.001376","500747000.002031","411691666.668976","673878333.335712","741095000.003594","775881666.671163","705940000","720517346.938776","767175399.870466","713414444.444444","694903252.03252","837535664.488017","982765262.262391","1046593470.39347","975154465.916072","1122277794.00084","1513399817.48639","1693143106.7792","2116186819.2162","2537851059.04093","2815724620.4123","3366355651.18791","3366669886.97978","3206359463.19043","3595650859.18955","3522790822.0927","4631048988.8513","5149863378.94276","5605613749.14859","6046586443.20536","6444767478.54878","6330157614.4479","7511276547.50957","8758802692.94405","10076755886.0742","11229103762.4455","12717341809.8831","11994723122.8202","11852886796.8284","12188406483.9235","12063230143.2476","12085616224.4284","",
"Least developed countries: UN classification","LDC","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","0","0","0","124634.060047143","139982.240696829","289177.365875599","1390621.2953537","1418093.14853379","1692358.02527325","283983.937216407","404811.43779124","762485.030770615","664567.348331465","809989.506903085","879038.559394814","1158127.63790461","1136343.13198716","2160929.52536183","2534752.05677979","2119006.9618678","4635140.65657108","7721535.84124065","8586365.65959911","10478098.1479435","11863264.9559275","12317765.1298144","27700445.7755648","35286307.4282323","36745260.4381841","39655866.4308116","30523560.1351168","48056997.4962997","32981422.3739645","55703160.7450078","68018511.7434338","77415493.0668522","99378240.2097141","107167563.379801","128878322.122689","130243538.458838","121278096.510199","319954082.338072","359979175.732667","693912270.898631","664869739.338969","781764030.964113","400491849.304593","491583125.105142","323876407.084108","",
"Low income","LIC","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","0","0","0","0","0","0","1073503.82295085","1196516.80680634","1457309.07116528","0","0","0","0","0","57999.4738621959","840489.391282311","1036521.66680408","1045296.17924335","1033898.81702033","220784.360846328","3908575.04387437","6102985.53814263","8323568.19388169","9937808.86056113","10213853.1599242","6430894.10624247","15595353.3206833","12747343.550664","13165331.1425641","13942613.6598706","11359118.2542973","34832643.7570913","28417140.4921004","39771593.4642695","54725282.8054177","74965174.4754015","88050869.3274962","92412855.7573419","124570556.171454","121017884.507114","79201206.0854134","54952181.5096363","98791440.0907506","62938371.6399827","72428436.5295857","260515388.640117","91636116.4873208","65584151.9757124","57636544.6924322","",
"Liechtenstein","LIE","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Sri Lanka","LKA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","0","0","0","","","","","","","","","","","","","",
"Lower middle income","LMC","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","574634.059953886","23392088.0516838","49102889.2966341","89295733.7538206","74730449.3918183","81452985.8164878","146007933.127622","172718994.70291","135203000.653135","101586002.106956","81138055.1981662","69783232.9609797","77710768.4033944","114013480.07834","203598517.307882","241319518.522756","205898295.010015","232462374.357537","229332556.325785","353839355.678908","928017102.979664","534086989.517018","473607024.978059","950929250.537983","976415065.650782","1135290779.01566","1786562880.29346","1257896632.71989","1086692396.30623","1588999790.75761","1599848783.53607","2032451252.25793","2304133244.37986","2998119665.7993","3662450872.10461","3873826153.17102","4554002714.52202","4945132559.3283","6660768845.3244","7091823652.12444","7953043000.72945","8040488313.80431","8357014316.79867","9684487984.0545","11550503180.3672","11393333518.2836","",
"Low & middle income","LMY","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","5599997.76224089","5599997.76224089","8399996.64336134","15399993.8461625","15399993.8461625","26599989.3706442","26599989.3706442","32199987.1328851","45799984.8950955","46199984.3356557","56199981.5384264","48530355.6763132","70288240.2137103","86423761.9004714","81141487.1500818","370804511.532209","490982504.856255","493392901.316115","574177901.094033","748430542.012711","773141082.282296","1069242229.27408","1037343936.06023","1052004139.77014","935514720.461446","892341683.057145","947091948.279334","988443452.292995","1076779176.20129","1279847891.04397","1433469081.21493","1572443637.20803","1560634001.66931","1958881195.119","2954453699.46225","3064137693.18255","3622716070.91406","5202316772.05439","4920351044.25007","6359066698.36586","7818264672.83527","8432083036.63695","10145689315.9535","11905096315.9794","16195919637.6924","19297675866.5668","21887618778.881","26815478683.4347","32364947087.0971","32284145697.1027","38479300942.9195","43204681500.8798","51224304025.7007","58040983394.6983","60970012141.7793","56976899564.0932","59035697882.5413","67229245715.3549","77269513989.3221","76822204791.2201","",
"Lesotho","LSO","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","667959.955993523","1406811.79930742","1384535.82972814","442985.177400764","1089633.27732312","0","335433.101425544","1371747.22791517","328700.22539444","1129515.25582724","1354946.22525725","-144976.936131986","1076130.00866221","928054.824179041","804133.471909473","1261064.50580584","1558861.80092708","1662736.42331907","11876.1165483286","11362.284256021","1245117.16729112","358796.359393641","4868525.97999178","5035068.78434771","4665404.77929513","4152930.19357883","3831336.07906389","3382152.31828197","2925902.53637437","3221922.24116862","3261023.79981607","2971708.73967726","",
"Late-demographic dividend","LTE","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","7999999.99996948","6999999.99996948","9999999.99993896","1002979.99998856","6514260","8344909.99996948","8418479.99990845","270776649.431539","328953200.801037","255747012.192518","296305825.747203","150985947.750933","197213742.318311","201104512.674677","149087675.783525","145114777.896982","140986549.437179","147148871.441001","160958892.804401","200384604.294038","261368247.46048","334440405.186198","365941686.237981","408237428.284019","493959090.215589","716945466.541639","1012336592.46826","1561352404.01808","2211962548.18444","2959938085.94197","2875020020.33178","4481581189.98278","5263087153.5312","6302337957.82073","7719431546.343","9039227293.52168","10883386063.2799","32484513430.9974","37725859159.62","43676167760.1354","60698556957.4673","59730003018.09","67769972011.8644","75262880254.4121","78904961985.266","89709269281.8495","107471535294.32","116439782136.393","123940170563.899","130372184879.971","149817152460.582","158192322516.491","",
"Lithuania","LTU","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","238239.580669905","1432500","4275000","4997500","5950000","14060000","12270000","10175000","11482984.4449777","18106868.1846151","18022666.3621934","20618017.7770594","24410670.0244358","21619427.8347317","34497330.7416606","29088375.1425038","34801068.021645","34300086.1132981","38179826.6160671","51742886.9469995","47451213.5702642","48349772.0121234","66926847.3239625","67754950.85732","61738440.4847071","72829784.6179655","",
"Luxembourg","LUX","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","107067954.234432","121764571.832329","243185706.186548","33221912.6879328","37844886.8290476","80494962.5401683","71469847.1377118","84036581.1300017","306464038.175197","423290760.138349","307324041.679236","188014603.603335","246605712.587457","884895842.869136","1408968499.18224","4960079480.77051","3829955120.4574","4177784870.18697","4918226499.81047","4926814847.94221","6122938132.66038","",
"Latvia","LVA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","13580","2000","0","0","767000","1455000","6500000","9700000","","","","","","","","","35304159.5949414","25205434.2204391","33039281.2409812","52872035.8833874","43691573.9981391","47866470.9801064","45149422.1088332","34415898.6423255","36455711.910623","47688935.2711803","64586076.5476191","50330404.6266235","",
"Macao SAR, China","MAC","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1689190.59098849","1968523.28360571","2789768.47632883","5356341.78873959","6077666.52932309","44748200.219792","102082142.078705","122157087.778699","182803223.273551","253219908.188134","221199196.832336","221202398.379557","203816715.37545","168938369.573425","174025763.151309","280546863.947562","286045778.940081","262689640.285732","",
"St. Martin (French part)","MAF","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Morocco","MAR","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","22702105.810987","28737501.5975307","35085024.7532811","29999970.00723","29750194.548683","36833387.1462487","25327244.2734396","14112515.7699664","12093389.08962","13393056.022924","11627335.93332","16255801.8846915","19977928.5759146","43731689.6390004","49480630.100481","59570449.7407189","60414285.7963258","67112718.3286239","77752727.5067121","99535843.4983589","125055094.59487","132975735.561477","122912447.710603","172316570.702417","201031796.631162","19067093.6612312","35371218.6393405","40542318.5403073","28963366.3181476","36739032.9569821","45408253.2747558","49157198.3059129","35994436.1109236","15360060.0873584","48852466.3143628","30432451.1301227","41349877.4913547","56844992.8121211","73902813.7936357","111106151.931194","95600829.8544602","104258156.672","132032392.727299","166923239.895584","147656201.839322","",
"Monaco","MCO","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Moldova","MDA","Charges for the use of intellectual property, payments (BoP, current US$)","BM.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1990000","100000","270000","350000","1820000","1040000","1220000","3020000","2630000","2330000","4010000","7220000","14920000","10630000","12750000","16600000","18700000","24160000","25080000","18370000","19100000","23960000","30000000","30890000","",
