"Data Source","World Development Indicators",

"Last Updated Date","2021-03-19",

"Country Name","Country Code","Indicator Name","Indicator Code","1960","1961","1962","1963","1964","1965","1966","1967","1968","1969","1970","1971","1972","1973","1974","1975","1976","1977","1978","1979","1980","1981","1982","1983","1984","1985","1986","1987","1988","1989","1990","1991","1992","1993","1994","1995","1996","1997","1998","1999","2000","2001","2002","2003","2004","2005","2006","2007","2008","2009","2010","2011","2012","2013","2014","2015","2016","2017","2018","2019","2020",
"East Asia & Pacific","EAS","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","0","0","0","0","0","5588072.90124733","839589.854691582","3000000","2532747.87085977","23857827.8549231","5079589.73152684","6156000.12444015","8643221.18570787","4772285.65965568","7110374.95031737","18265845.4661203","12318347.1967485","45132374.6547573","196023983.515211","203749388.047226","226352318.311215","272195474.406196","328863695.724932","411793115.116361","610806374.669333","7243205630.10201","8074678668.56579","8233792582.71819","9288495217.93494","11661418009.0009","12217133831.9224","12281693861.0324","14864693343.9339","19444784730.4628","21727246706.5214","24226325869.8204","27629998113.2569","31593100171.8108","28543246483.0832","34468916952.5618","38806274277.9664","41641819578.019","42193418778.544","49495923639.5182","54823595145.8473","56508658859.0492","64247252579.9601","70256971821.2803","71956215465.9455","",
"Europe & Central Asia (excluding high income)","ECA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3610000","4030000","160530000","179320000","32113708.9929127","48449744.7685021","108431123.638832","78207402.5085556","166508609.628748","210413447.42555","305571287.311534","303925899.061969","346972887.923551","467045381.536481","586887144.841937","629840072.217239","621696503.824398","802959985.990184","904524114.533934","1147792794.92439","1034279279.9924","1043265668.9821","865928397.951081","1096213590.8304","1407474543.19315","1608112716.22063","",
"Europe & Central Asia","ECS","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","64640883.9311163","58839778.9629392","82872928.1168157","457587770.854708","640199730.386832","755342569.709824","905767937.162548","1048307415.02276","1416651234.50091","1550934031.1196","1773388926.89813","2164650835.87715","2595715844.73642","2974460001.33282","2885956183.95863","2488477969.54346","2884749792.91326","2570351626.69243","2848125750.46736","3604732718.42815","5315873667.97139","6265517230.39632","6657510616.67412","9363349732.69965","9292365549.0633","10628624841.2948","11084836210.6409","13143758636.2576","14817538814.64","16050615216.9598","16093436454.6687","17345634008.0311","19210370395.0569","22468249868.6607","23503672282.1861","27862617015.8505","31795594506.2737","55699953498.2835","69831711346.5696","70595703073.7464","86538819021.6568","97088518363.9846","96283984000.9695","102033305237.119","117448123511.616","118833993991.597","134325787184.183","157036636067.6","157321104608.569","155483011364.016","171661545818.321","197753199322.825","197123022157.726","",
"Ecuador","ECU","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5674384.6","26726613.74","2235390","2380322","",
"Egypt, Arab Rep.","EGY","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","40000000","47000000","55000000","54000000","56000000","46500000","59000000","46300000","37600000","120800000","100000000","136000000","138000000","122000000","0","0","0","0","0","0","","","","","0","1100000","",
"Euro area","EMU","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","64640883.9311163","58839778.9629392","82872928.1168157","101323756.832302","266822261.320273","319879273.722224","374185021.801424","443706963.661641","735486500.045779","760525174.37703","912371479.946527","1149307382.76025","1451726759.16774","1659103708.95075","1545639631.76808","1389689367.19938","1631775973.88911","1412638360.41776","1543692823.37762","2200265559.45592","2940377769.17174","3409300243.73352","3508703552.46824","5564626204.66524","5122453445.65725","5637580422.76481","5819989981.79557","6512116926.31571","7680163935.26659","7905036311.96025","7838357805.16451","8852472107.72283","11139356407.6918","11096104800.8283","11407903648.0562","14308027930.069","16387068076.8753","34996569782.9732","40770471565.7021","41674339998.9324","53412947220.1024","62184166177.2347","58596824368.149","60813938006.5604","70322555576.9838","68802414665.5336","80980058875.5494","97949725136.5912","99164419365.5799","96251397131.3535","109579733491.533","126939938608.369","126302412012.288","",
"Eritrea","ERI","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","398855.043489875","8761.20996815425","94115.1202749141","","","","","","","","","","","","","","","","","","","","",
"Spain","ESP","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","15730006.1980739","16382503.05087","21247459.5963299","23502018.1257986","25424944.3202922","36187135.2571286","31495595.8432404","36293329.4942151","32290544.6691608","29962194.8346117","25898159.7409855","32219749.2770783","29217433.5788682","39515859.8948688","52435028.3024118","90117193.0127265","84285827.8380254","101499241.987913","150374141.989184","220171988.256317","196073167.445017","214088034.021947","211801152.17643","241764812.378891","","","","","","","","","","","","","","","1173589612.92665","1436944061.33098","1613627620.21978","1919938921.59533","2373442084.84579","2527128831.19964","3418268057.98161","",
"Estonia","EST","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","860853.291990289","942781.900884106","1349056.72419043","967263.972300308","1157940.36780961","1735788.98872968","1557828.55621344","2124895.16746361","4915363.96122265","","","","","","26859382.8509897","24466201.9528966","20323470.1587301","22438019.7551407","19307726.9950373","10079195.9305823","12772797.4421346","11896638.9338107","11485129.1031048","20217819.2640978","16138594.7517491","19406590.9292749","",
"Ethiopia","ETH","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","0","0","0","0","3316.23488041211","4609.56946621186","14908.7128046729","83930.4811964979","106466.973316172","2157698.20481949","247765.416893145","4917.9465911183","19389.0400631449","","","23344.4838655748","8977.86886679511","139794.895503606","7805175.49889202","","",
"European Union","EUU","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","64640883.9311163","58839778.9629392","82872928.1168157","116788043.017371","282429260.696427","340877016.469288","410821349.01801","475242579.20454","776875887.249214","820384330.041334","986948133.946769","1220081718.81659","1542707857.18552","1749021488.61697","1647857741.79244","1464010722.32669","1775098257.13013","1493523854.94988","1657692914.04327","2323040256.22354","3230214152.32413","3773293134.95876","3946377336.89576","6176176098.69681","5837407134.71706","6316769603.11463","6603962299.84346","7705898301.0569","8622885196.52553","9117428825.80525","9021127157.0922","10154811915.2318","12808027310.0696","12773267100.1955","13358678206.2496","16476498683.3945","19152248417.6962","39111790910.9836","46577505958.6548","47960358689.3781","61027662475.2966","71611508936.4984","68021673381.4609","71704005551.4773","82457194484.9174","81630232186.2286","94259878773.676","112891127576.172","112501820818.8","109388250211.584","123620992691.037","141417263991.26","141494271532.433","",
"Fragile and conflict affected situations","FCS","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","0","0","0","0","0","0","3588072.90124733","1634421.83730181","1778241.38305464","1561407.61810797","3447269.15376284","24334898.8067952","10816199.637417","9630192.01131549","9185628.30109346","4246929.98267717","3859729.43561283","2480328.579839","2969692.45392634","21000886.5636335","4644596.48271848","10894481.0939893","23655638.0358291","10607879.9180693","14468391.1376111","180307.089694789","273676.737153646","371329.873960652","703700.237396386","3625133.17331822","6906958.84111039","2254303.31914438","16658065.1233084","7093293.62982099","639366.303108534","42458735.5689641","204246053.137018","58455966.6209527","139105915.719052","151336007.768152","24132188.4683173","31004912.8462315","26688676.1129591","103455928.9641","83070377.7774328","81218197.8198139","62468587.2763025","49215285.7469172","55047472.6212079","57862739.5304779","",
"Finland","FIN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","4761095.82090809","6996697.94188169","2956114.08754405","2676225.39437156","3585794.11982103","3476102.48403499","6456538.24878472","4367760.06992127","7145152.93521059","5192160.24599281","6540407.04862128","9132753.25292537","27073847.3452903","39506967.0272128","45067697.2611956","50470757.8783455","54124115.3034928","62675143.4618267","89132136.437928","75349812.1943748","58274058.9261078","65948470.8384743","93449667.3243878","106247893.558393","648293473.992675","886365778.470993","583847010.703037","560922518.662401","501363528.220059","839611133.015874","1205858637.75245","","","1489349689.87353","1734928257.78781","2318716972.87157","3238674269.52787","3326995162.51241","3533405014.68465","2622438709.32278","2455297313.72209","3030847431.06451","3072987936.20347","3456439587.82968","3583192522.53788","",
"Fiji","FJI","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","2914105.88254636","1264910.95820079","3905593.76640609","1119308.92143641","115848.823512779","0","235405.143142883","62502.5328168509","175272.511982006","735267.247911515","529960.195444995","169838.765931725","55074.601497108","0","473007.190794197","429171.988031181","906978.508932853","871780.796159109","860879.359018245","786481.77825059","",
"France","FRA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","192154613.478426","201071165.681414","283850217.890703","347416985.06691","429876142.836436","495717088.753075","495447294.31584","374878716.630407","587718469.24471","424926838.849206","522346082.112156","688839182.671791","897504217.170554","1081605899.5873","998191639.642778","1294662125.40326","1387605156.12996","1578753016.40961","1455899627.5684","1531063076.63285","1850021380.68064","1884478266.1606","2046422949.03265","2337985042.3798","3663643017.03768","3973973759.52013","4741250358.65253","5714305056.38438","5865520891.77303","7237765433.9763","8315623611.71051","8459450015.32307","13466689886.0115","15472604431.7446","12671414489.1488","13625132122.8949","15344865099.7736","12742266510.8189","13169451182.1988","14543103950.2613","15242960369.0536","15482080301.7728","16843554961.9213","17716038729.7583","15960506783.6824","",
"Faroe Islands","FRO","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10000","10000","10000","20000","10000","20000","20317.8373653618","240460.503826137","343459.918213612","956121.730300178","120436.297159315","1410482.67568589","1154871.9549437","1183181.3701448","","","","","","","","","",
"Micronesia, Fed. Sts.","FSM","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Gabon","GAB","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"United Kingdom","GBR","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","340799727.837337","357770469.690405","414465553.240536","494946588.144538","573064835.81822","609148287.081686","695748713.69134","738818054.010789","883117477.76434","991008503.450077","1135126607.25482","1161183254.00913","995518507.89001","1062266136.91015","1047765275.4511","1161836266.86707","1239093432.06294","2018056605.26522","2411849758.96279","2603690902.7371","3055033020.48712","3339481527.94765","4190099802.86732","4355381732.61052","5319050532.29923","6080093956.74603","6655053056.30066","6790442218.39124","7070738733.64791","6204619545.40167","6751771816.70482","6844608070.99057","6927051249.81672","7951239870.82086","9698143594.36038","14266287361.766","14478451880.517","16034951784.3716","14418825859.1307","13829061544.6758","14218105813.1575","14844983689.4759","13455946710.4103","17695462953.2055","19900616391.4387","20743208115.1684","19157502112.254","21529341423.4135","23971071437.4471","24389648234.2489","",
"Georgia","GEO","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","3358785.7","3944509.86","5510000","6288505","7724886.7","9294601.03","12931970.91","10630297.59","6197426.51","7464329.01","4726381.09","4558175.12","3468465.09","3342545.4","1682200.68","566769.6","795201.33","332992.75","270121.8","927933.83","",
"Ghana","GHA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","0","0","0","0","0","","","","","","","","","","0","0","","","","","","","","233412679.797599","74737849.6199325","",
"Gibraltar","GIB","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea","GIN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","4390","30000","308640","0","270000","0","60000","100000","","","","","-1450000","","","","","","","",
"Gambia, The","GMB","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guinea-Bissau","GNB","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","0","0","0","0","0","0","","","","","","","","","","78950","","0","","",
"Equatorial Guinea","GNQ","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Greece","GRC","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12898837.1650587","5399433.95220879","14004723.5536478","12604740.5251152","18379727.1109547","31823429.7617244","60220041.0777567","66698116.089613","52293992.1759388","43866779.2799128","47980894.670336","68694446.7707913","69091286.6532312","82105489.0798191","55007473.9062011","107893971.526285","54111479.9330556","77870831.5726569","75578578.6327834","95818326.1507671","75905558.7547483","",
"Grenada","GRD","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","64714.8148148148","64714.8148148148","65040.7407407407","68148.5185185185","67444.0740740741","70484.4444444444","70387.4074074074","73248.1481481481","14156.6666666667","14156.6666666667","8050.07407407407","47790.3703703704","56332.8990740741","","",
"Greenland","GRL","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guatemala","GTM","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","500000","200000","500000","400000","300000","100000","100000","0","0","400000","0","0","0","0","1600000","0","0","","","","","","","","0","0","0","2200000","4500000","7900000","10800000","11920490","11760150","12735430","10874530","12054730","15423050","15215600","16477460","14069750","15596720","16198890","16437990","",
"Guam","GUM","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Guyana","GUY","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","","","","","","","","","","","14000000","17000000","17000000","16200000","14800000","23100000","34400000","32100000","33737000","35423000","37194000","40542000","42569095.235625","44697549.9974063","46932427.4972766","49279048.8721404","51743001.3157474","5390000","4364000","4077000","3011666.66666667","375160","169000","1049100","",
"High income","HIC","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","0","0","","","","0","0","64640883.9311163","58839778.9629392","82872928.1168157","2787587770.85471","3190199730.38683","3535342569.70982","4135767937.16255","4882319103.9175","5731664113.01405","5928945531.11959","6705394926.89813","8056669835.87715","8797950344.73642","10090010001.3328","10221620309.192","8158555397.23857","8735620815.7287","8819168158.63972","9615525867.73693","11829372282.6409","15612595478.329","18623139689.0017","20849245790.3069","26501213940.5099","27742613213.7026","32265451196.9167","33709103843.0056","40975875302.3314","46581522316.3426","56622676418.9927","58461975342.3933","62867814073.7878","70164950356.5141","80224250732.4194","79500502680.7681","87690438750.7811","97084309511.3427","135010663353.244","158838602719.303","169541252609.713","202681703135.593","222803206847.91","214697499355.726","234744449512.68","266256549275.126","271492458681.857","294117633314.961","327521886289.616","326702605057.505","329144241669.25","354615905099.956","387290281432.072","385847412638.812","",
"Hong Kong SAR, China","HKG","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","155448442.072646","77595156.25937","106780916.334693","195672003.254521","228878001.442947","340475603.675315","217776854.606041","245221771.985228","259254439.29407","357912339.758392","379753523.114378","383395054.443663","400321901.394627","459270724.818436","520085354.946073","573755078.038547","622629445.123566","642041544.14779","673103891.84154","719290503.225332","742653007.055599","","",
"Honduras","HND","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","300000","600000","1500000","811000","","","","","","","","","","","","","","","","","",
"Heavily indebted poor countries (HIPC)","HPC","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","0","0","0","41544.686682381","46660.7468989429","41849.6727980134","40703.405884923","44315.2683454892","94019.5816431892","94661.3124054691","1288036.39297213","1734598.76468672","1023444.66084822","800994.760816407","912605.832284441","1963581.88821057","865119.364919978","1141521.01143228","1504663.04723273","1896845.30605727","2916117.18941324","15154562.4495317","2560551.0929418","2565926.06770899","2161741.08474561","15663258.4461099","21654169.4712557","19172686.7014106","22165363.799846","20326077.3312258","26739961.2298239","44917666.1222656","43387862.3936882","37497066.5436627","90320560.5681901","97592162.6455714","103899060.944167","184110839.711194","172760745.239045","66568582.3868911","92821008.4358744","120963582.511336","81767101.0107942","90326787.005424","86246185.5251358","66535033.083268","36486098.5406007","283359762.22722","107419325.944926","",
"Croatia","HRV","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","1942000","2270000","2239000","2541883.073","18925697.727","41601188.066","81888265.325","66144724.5433052","106603020.581049","85258160.6546432","34763273.4688264","41103285.4682927","73000550.0434616","47459762.8596173","39699092.2890886","43791239.6505787","32218180.391018","31592952.4885625","24294931.1465569","29576838.4522372","24131535.7914085","26240895.7173","45439792.7584955","51898461.9363127","54011670.581101","68295694.2915635","74385353.8425064","",
"Haiti","HTI","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","0","0","0","0","6460000","5840000","0","4490000","3690000","3440000","3324442.63","3396950.9","2456647.71","6576852","20460000","22765405.81","28614622.93","29732276.67","25267316.32866","","","","",
"Hungary","HUN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","48527928.9659245","18057553.6538157","38259006.487903","33021083.409516","31485094.6349707","31697809.0876983","44955893.1187557","100151484.281254","46392599.9166414","61948340.6431751","111789226.999056","95665751.8760687","349305233.507852","313281410.50563","539814932.630081","837211660.231367","549836584.654374","919784068.09372","1706117940.48249","1701293482.78518","2046859456.77692","2185665843.34058","2033139463.29219","2076312985.30423","2085306419.75767","1566027527.81382","1794389317.46217","1688119273.45851","1804158553.8856","1483580626.56143","",
"IBRD only","IBD","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","0","0","2799998.88112045","1399999.44056022","2799998.88112045","2799998.88112045","2799998.88112045","4199998.32168067","13599997.7622104","10799998.8810899","7199998.32165015","9994416.142226","12423287.9728003","8157333.19604799","9783266.3492682","152538898.304879","173914082.998165","166073745.579345","182879999.512116","42961486.8556084","67759059.2999178","95098507.9652278","96768916.3489066","77959232.1577351","76597504.45804","74243358.9622537","69696083.4306762","73554504.3315218","138898072.856458","88265734.4820073","222621452.324318","307390585.929619","279951474.177763","353137029.695005","302881077.512097","289274322.48452","709629921.2377","748980645.867676","647092912.097474","633221630.548534","805843413.781152","771520842.357515","835253876.15369","970660824.561193","1688147038.32812","1717279171.6577","2692820337.78533","2027364821.77806","2966004831.97139","2689326422.98754","3141905957.59579","3494173935.06693","4037092271.29763","4185658183.07994","4070266928.26594","4545713284.81726","4634730502.31153","9269741893.79377","10743047892.8465","11776704286.2405","",
"IDA & IBRD total","IBT","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","0","0","2799998.88112045","1399999.44056022","2799998.88112045","2799998.88112045","2799998.88112045","4199998.32168067","13599997.7622104","10799998.8810899","7199998.32165015","9994416.142226","12423287.9728003","8157333.19604799","9824811.03595058","152585559.051778","177544005.572211","167748870.822531","184702556.163516","44616914.0553596","71300989.7660861","120721443.164995","109319714.75101","88612868.8298988","86584127.5199499","79402894.7772153","75068613.4443015","85565172.6644321","146209090.266669","123153855.601449","239638195.917286","333726692.561446","317224620.337103","378011620.823226","330798549.074817","314060238.552692","760760230.340175","797798133.009359","694728704.36532","676897685.314474","843521391.726866","810279765.270293","904982924.038014","1042172279.65809","1763145080.2366","1849259165.45879","3015189347.78309","2200054430.13536","3237480886.75426","2930051752.52265","3275955010.67021","3648071250.62413","4191810739.4302","4307551679.95352","4250216082.63167","4746084012.55535","4777628461.77511","9395762835.08068","11132275269.0301","11989066742.0724","",
"IDA total","IDA","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","0","0","0","41544.686682381","46660.7468989429","3629922.57404534","1675125.24318673","1822556.65140013","1655427.19975116","3541930.4661683","25622935.1997673","12550798.4021037","10653636.6721637","9986623.06190987","5159535.81496161","5372530.01362524","12010668.3329103","7311017.41021082","34888121.1194415","17016743.5929676","26336106.6318272","37273146.1593399","24874591.1282205","27917471.5627202","24785916.068172","51130309.1024746","48817487.1416836","47635792.2678452","43676054.76594","37677977.9457145","38758922.9127779","69729047.8843245","71511455.0968967","74998041.9084776","131979993.801089","322369009.997758","172689608.357307","271476054.782866","240725329.535103","134049053.074429","153897315.557209","154718468.132571","121893496.873573","179949154.365732","200370727.738099","142897959.463577","126020941.28691","389227376.18358","212362455.831911","",
"IDA blend","IDB","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","0","0","794831.982610225","1778241.38305464","1028659.7472482","2789441.29883977","23055309.0752683","10360199.5129768","7886970.82560763","8452470.66721329","374333.459059128","1346317.04894951","8805671.72662243","755872.298407587","30595021.2376207","10752079.0664285","12709977.7865224","21213591.2743134","11712773.2811127","10599253.8977382","21254321.0881594","34553217.2004173","24573859.702232","23111985.1665485","18015334.3170467","12469141.7978126","8476307.232944","20454652.9314274","20998724.5208384","26868835.3679209","32848310.4467004","63419300.972934","60420594.2256745","71483698.9172912","27228650.6516875","60533909.8647982","64542714.2945651","41421382.0065821","50078044.9290154","76399004.484278","111033498.647262","82397638.1226889","80859288.3357289","88104429.4043541","66436983.713635","",
"Indonesia","IDN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","221187500","263330000","13445052.7973301","30690000","27211956.7544272","38128141.0043154","59560687.4038917","78800621.040719","58049485.7143211","51972616.78515","59613861.4001358","52092244.6704267","46702857.3152511","49809737.2170658","61194660.7122356","58916113.0825271","",
"IDA only","IDX","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","0","0","0","41544.686682381","46660.7468989429","3629922.57404534","880293.260576505","44315.2683454892","626767.452502963","752489.167328535","2567626.12449897","2190598.88912687","2766665.84655609","1534152.39469658","4785202.35590248","4026212.96467573","3204996.60628788","6555145.11180323","4293099.88182082","6264664.52653908","13626128.8453048","16059554.8850264","13161817.8471077","17318217.664982","3531594.98001259","16577091.9020573","24243627.4394516","24523807.1012967","25660720.4488933","25208836.1479018","30282615.6798339","49274394.9528971","50512730.5760583","48129206.5405567","99131683.3543888","258949709.024824","112269014.131633","199992355.865575","213496678.883415","73515143.2096305","89354601.2626436","113297086.125989","71815451.9445577","103550149.881454","89337229.0908367","60500321.3408877","45161652.9511809","301122946.779226","145925472.118276","",
"Isle of Man","IMN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"India","IND","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","0","111523.92688918","113459.994886484","0","0","0","111305.389516412","625124.175325906","896690.489893738","173389.201559159","165407.730054585","397330.037929544","771836.313459158","1032024.35151543","1292412.28765816","1323398.8097299","615524.763325468","731658.988919697","290980.453742414","446175.135529177","1395550.26340294","6899307.42773766","12414145.5187344","19303913.3226733","22883886.5633397","82548708.7700892","37156159.5439439","20159947.9368238","24088615.6906115","52796059.5739589","205974583.701422","60913260.3059551","163126496.583273","147815443.392231","191939516.593492","127378163.310578","302615975.492119","321445173.962871","445568319.526626","658722433.043535","466556838.054459","524879155.063454","659628260.998322","784900902.149806","871605164.428633","",
"Not classified","INX","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",
"Ireland","IRL","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","773080030.993002","925688450.408839","1185147192.36663","1474944933.25697","1699539803.78113","2920454233.04473","5006591257.65692","4984886674.48512","5827455129.30319","6937872103.19759","8127061423.30381","8906171885.48058","10401540497.5824","14335353391.4652","11868205387.2565","",
"Iran, Islamic Rep.","IRN","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","","","","","","","","","","","","","","","","","","","","",
"Iraq","IRQ","Charges for the use of intellectual property, receipts (BoP, current US$)","BX.GSR.ROYL.CD","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","0","0","200000","0","0","300000","0","0","0","0","0","100000","100000","100000","1700000","",
